TIME(2023/11/07 09:45:11.918),FPOGD,FPOGID,LPMM,RPMM,AOI
166.94345,0.19385,544,5.00239,4.3716,
166.95001,0.20041,544,4.98848,4.35652,
166.95734,0.20773,544,4.99219,4.28647,
166.96378,0.21417,544,4.97726,4.36805,
166.97064,0.22104,544,5.03016,4.35303,
166.97711,0.22751,544,4.95217,4.3484,
166.98389,0.23428,544,4.91574,4.33491,
166.99081,0.24121,544,4.96847,4.33854,
166.99704,0.24744,544,4.9514,4.34414,
167.00415,0.25455,544,4.91634,4.33386,
167.01083,0.26123,544,4.95932,4.39863,
167.01755,0.26794,544,4.98721,4.36735,
167.02432,0.27472,544,4.90251,4.28374,
167.03094,0.28134,544,4.92957,4.3002,
167.03735,0.28775,544,4.9645,4.32754,
167.04391,0.29431,544,4.87032,4.33585,
167.05112,0.30151,544,4.95756,4.32877,
167.05737,0.30777,544,4.94278,4.27761,
167.06409,0.31448,544,4.88558,4.31808,
167.07117,0.32156,544,4.94816,4.34738,
167.07788,0.32828,544,4.82738,4.15308,
167.08459,0.32828,544,4.79099,4.24728,
167.09113,0.32828,544,4.84962,4.2351,
167.0979,0.32828,544,4.8471,4.10612,
167.104,0.32828,544,4.69986,3.54832,
167.11142,0.32828,544,4.48482,3.26142,
167.11771,0.32828,544,3.10579,2.38202,
167.12448,0.32828,544,3.10579,2.38202,
167.13141,0.32828,544,3.10579,2.38202,
167.13815,0.32828,544,3.10579,2.38202,
167.1449,0.32828,544,3.10579,2.38202,
167.15146,0.32828,544,3.10579,2.38202,
167.1582,0.32828,544,3.10579,2.38202,
167.16443,0.32828,544,3.10579,2.38202,
167.17126,0.32828,544,3.10579,2.38202,
167.17795,0.32828,544,3.10579,2.38202,
167.18463,0.32828,544,3.10579,2.38202,
167.19183,0.32828,544,3.10579,2.38202,
167.19861,0.32828,544,3.10579,2.38202,
167.20517,0.32828,544,3.10579,2.38202,
167.21164,0.32828,544,3.10579,2.38202,
167.21811,0.32828,544,3.10579,2.38202,
167.22488,0.32828,544,3.10579,2.38202,
167.23166,0.32828,544,3.10579,2.38202,
167.23859,0.32828,544,3.10579,2.38202,
167.24536,0.32828,544,3.10579,2.38202,
167.25208,0.32828,544,3.10579,2.38202,
167.2587,0.32828,544,3.10579,2.38202,
167.26544,0.32828,544,3.10579,2.38202,
167.27216,0.32828,544,3.10579,2.38202,
167.27814,0.32828,544,3.10579,2.38202,
167.28537,0.32828,544,3.10579,2.38202,
167.29193,0.32828,544,3.10579,2.38202,
167.29822,0.32828,544,4.94099,2.38202,
167.30499,0.32828,544,4.97715,2.38202,
167.31219,0.32828,544,5.00996,2.38202,
167.31891,0.32828,544,5.01691,4.18887,
167.3252,0.0202,545,4.94588,4.21625,ST-Full
167.33221,0.02722,545,4.92804,4.24719,ST-Full
167.33896,0.03397,545,4.9911,4.26788,ST-Full
167.3457,0.04071,545,4.93833,4.22042,ST-Full
167.35239,0.04739,545,4.94934,4.24564,ST-Full
167.3591,0.05411,545,4.9496,4.25908,ST-Full
167.36588,0.06088,545,4.97579,4.22992,ST-Full
167.37216,0.06717,545,4.91189,4.24426,ST-Full
167.37888,0.07388,545,4.96373,4.17761,ST-Full
167.38565,0.08066,545,4.92134,4.20311,ST-Full
167.39227,0.08728,545,4.91844,4.24015,ST-Full
167.39941,0.09442,545,5.0214,4.30914,ST-Full
167.40604,0.10104,545,5.01211,4.34765,ST-Full
167.41281,0.10782,545,5.08287,4.31875,ST-Full
167.41953,0.11453,545,5.00942,4.32487,ST-Full
167.42627,0.11453,545,5.061,4.32259,
167.43323,0.11453,545,5.02812,4.31972,
167.43912,0.11453,545,4.76876,4.5216,
167.44623,0.11453,545,4.80545,4.39742,
167.45297,0.11453,545,4.74031,4.60123,
167.45969,0.11453,545,5.04896,1.67744,
167.46622,0.11453,545,4.75211,4.32255,
167.47305,0.11453,545,4.76122,4.4621,
167.48041,0.11453,545,4.99579,1.49734,
167.48804,0.02182,546,4.72789,4.55105,TT-Full
167.49286,0.02664,546,4.72616,4.40894,TT-Full
167.49936,0.03314,546,4.71982,4.56911,TT-Full
167.50613,0.03992,546,4.69135,4.47187,TT-Full
167.513,0.04678,546,4.68431,4.41567,TT-Full
167.51956,0.05334,546,4.93402,1.22164,TT-Full
167.52792,0.06171,546,4.89614,1.34466,TT-Full
167.53482,0.0686,546,4.6773,4.18439,TT-Full
167.54083,0.07462,546,4.86872,1.39506,Full
167.54788,0.08167,546,4.88837,1.61654,Full
167.55496,0.08167,546,4.61114,4.28383,
167.56198,0.08167,546,4.83627,1.60678,
167.56937,0.08167,546,4.85535,1.70823,
167.57721,0.08167,546,4.84674,1.45923,
167.58444,0.08167,546,4.87245,2.28003,
167.5914,0.08167,546,4.52408,4.04164,
167.59348,0.08167,546,4.5419,3.97742,
167.60001,0.08167,546,4.86382,2.6278,
167.60684,0.08167,546,4.86219,2.70012,
167.61325,0.08167,546,4.97182,2.51384,
167.6203,0.08167,546,4.81032,2.56593,
167.62659,0.08167,546,4.38994,3.95842,
167.63354,0.08167,546,4.47004,3.91697,
167.64038,0.08167,546,4.45284,3.91707,
167.64725,0.08167,546,4.52934,3.91279,
167.65317,0.08167,546,4.47547,3.90291,
167.66022,0.08167,546,4.47117,3.90181,
167.6673,0.08167,546,4.39153,3.88461,
167.67404,0.02087,547,4.42781,3.88993,TT-Full
167.68076,0.02759,547,4.41124,3.85185,TT-Full
167.6868,0.03363,547,4.43219,3.85836,TT-Full
167.69415,0.04099,547,4.46755,3.82566,TT-Full
167.70044,0.04727,547,4.36089,3.83044,TT-Full
167.70712,0.05396,547,4.33146,3.81717,TT-Full
167.71387,0.0607,547,4.44743,3.82966,TT-Full
167.72049,0.06732,547,4.42354,3.80913,TT-Full
167.7276,0.07443,547,4.39767,3.79575,TT-Full
167.73401,0.08084,547,4.40962,3.7897,TT-Full
167.74097,0.0878,547,4.36546,3.77088,TT-Full
167.74738,0.09421,547,4.34762,3.7831,TT-Full
167.75436,0.1012,547,4.36461,3.76545,TT-Full
167.76114,0.10797,547,4.38248,3.74274,TT-Full
167.76727,0.11411,547,4.42255,3.73958,TT-Full
167.7746,0.12143,547,4.307,3.71614,TT-Full
167.78128,0.12811,547,4.32331,3.74825,TT-Full
167.78763,0.13446,547,4.49185,1.16313,TT-Full
167.79483,0.13446,547,4.5574,1.16359,
167.80124,0.13446,547,4.28044,3.71243,
167.80798,0.13446,547,4.28771,3.6687,
167.81421,0.01938,548,4.36879,3.67356,TT-Full
167.82108,0.02625,548,4.2503,3.68729,TT-Full
167.82767,0.03284,548,4.33545,3.6642,TT-Full
167.83502,0.04019,548,4.29526,3.67655,TT-Full
167.84167,0.04684,548,4.38208,3.65189,TT-Full
167.84818,0.05334,548,4.3285,3.65141,TT-Full
167.8548,0.05997,548,4.17664,3.65366,TT-Full
167.86182,0.06699,548,4.52159,2.16472,TT-Full
167.86823,0.07339,548,4.60412,2.11077,TT-Full
167.87451,0.07968,548,4.571,2.12057,TT-Full
167.88126,0.08643,548,4.61444,2.15412,TT-Full
167.88846,0.08643,548,4.6013,2.20038,
167.89508,0.08643,548,4.57891,2.1357,
167.90176,0.08643,548,4.17696,3.69752,
167.90842,0.08643,548,4.51396,2.26807,
167.91519,0.08643,548,4.63006,2.12683,
167.92126,0.08643,548,4.2245,3.66659,
167.9281,0.01968,549,4.63609,2.19823,Full
167.93533,0.02692,549,4.50164,2.0977,Full
167.9415,0.03308,549,4.28586,3.64259,Full
167.94827,0.03986,549,4.54094,2.23093,Full
167.95529,0.04688,549,4.1422,3.67124,Full
167.9621,0.05368,549,4.52631,2.25208,Full
167.96848,0.06006,549,4.15414,3.65374,Full
167.97519,0.06677,549,4.46582,2.25135,Full
167.98196,0.07355,549,4.51806,2.20142,Full
167.98834,0.07993,549,4.406,2.16664,Full
167.99548,0.08707,549,4.44208,2.08455,Full
168.00204,0.09363,549,4.19278,3.65341,Full
168.00891,0.10049,549,4.20301,3.68923,Full
168.01581,0.10739,549,4.25796,3.66757,Full
168.02231,0.11389,549,4.31873,3.71179,Full
168.02875,0.11389,549,4.20828,3.70031,
168.03571,0.11389,549,4.23813,3.69305,
168.04239,0.11389,549,4.2383,3.70485,
168.04874,0.11389,549,4.34742,3.69249,
168.05542,0.11389,549,4.13367,3.71454,
168.06192,0.11389,549,4.15156,3.72245,
168.06927,0.02054,550,4.14218,3.71117,TT-Full
168.07593,0.02719,550,4.408,3.6969,TT-Full
168.08261,0.03387,550,4.16377,3.7301,TT-Full
168.08936,0.04062,550,4.13005,3.70896,TT-Full
168.09549,0.04675,550,4.13839,3.72502,TT-Full
168.10275,0.05402,550,4.15792,3.72088,TT-Full
168.11053,0.0618,550,4.39923,1.81068,TT-Full
168.11551,0.06677,550,4.54347,1.83773,TT-Full
168.12286,0.07413,550,4.47739,1.35998,TT-Full
168.1297,0.08096,550,4.51719,1.26941,TT-Full
168.13596,0.08096,550,4.48424,1.33455,
168.14282,0.08096,550,4.45345,1.32477,
168.14908,0.08096,550,4.15763,3.76276,
168.15567,0.08096,550,4.17697,3.75463,
168.16254,0.08096,550,4.26583,3.73543,
168.16974,0.08096,550,4.20612,3.73909,
168.17636,0.08096,550,4.15154,3.7466,
168.18307,0.08096,550,4.12897,3.77632,
168.18961,0.08096,550,4.22905,3.74278,
168.19656,0.0202,551,4.19166,3.78102,TT-Full
168.20352,0.02716,551,4.23666,3.7694,TT-Full
168.20941,0.03305,551,4.27265,3.74781,TT-Full
168.21661,0.04025,551,4.26789,3.80353,TT-Full
168.22324,0.04688,551,4.18678,3.78154,TT-Full
168.22995,0.05359,551,4.20647,3.75787,TT-Full
168.23624,0.05988,551,4.12044,3.78281,TT-Full
168.24338,0.06702,551,4.13479,3.80325,TT-Full
168.25003,0.07367,551,4.21956,3.78075,TT-Full
168.25668,0.08032,551,4.14567,3.7919,TT-Full
168.263,0.08664,551,4.44004,1.1134,TT-Full
168.26999,0.09363,551,4.14476,3.7664,TT-Full
168.27637,0.10001,551,4.17828,3.82098,TT-Full
168.28363,0.10727,551,4.12804,3.83603,TT-Full
168.29019,0.11383,551,4.13805,3.83392,TT-Full
168.29733,0.12097,551,4.33432,3.78397,TT-Full
168.30365,0.12729,551,4.22267,3.81656,TT-Full
168.31033,0.13397,551,4.14883,3.83902,TT-Full
168.31659,0.13397,551,4.10279,3.81743,
168.32382,0.13397,551,4.16838,3.85297,
168.33044,0.13397,551,4.20532,3.8852,
168.33713,0.02054,552,4.22089,3.83952,TT-Full
168.34366,0.02707,552,4.17523,3.87257,TT-Full
168.35037,0.03378,552,4.18957,3.87897,TT-Full
168.35721,0.04062,552,4.31828,3.87009,TT-Full
168.36353,0.04694,552,4.24357,3.87012,TT-Full
168.37048,0.05389,552,4.19702,3.88707,TT-Full
168.37686,0.06027,552,4.18672,3.84932,TT-Full
168.38425,0.06766,552,4.12676,3.89957,TT-Full
168.39053,0.07394,552,4.1559,3.88897,TT-Full
168.3974,0.08081,552,4.23638,3.87422,TT-Full
168.40427,0.08768,552,4.21915,3.87133,TT-Full
168.41055,0.09396,552,4.22712,3.87116,TT-Full
168.41751,0.10092,552,4.22458,3.87106,TT-Full
168.42371,0.10712,552,4.18321,3.88623,TT-Full
168.431,0.11441,552,4.23901,3.85726,TT-Full
168.43738,0.12079,552,4.22626,3.85767,TT-Full
168.44434,0.12775,552,4.23876,3.88754,TT-Full
168.45096,0.13437,552,4.28749,3.88236,TT-Full
168.45755,0.14096,552,4.34782,3.88259,TT-Full
168.46439,0.1478,552,4.18454,3.85476,TT-Full
168.47119,0.1546,552,4.17188,3.86102,TT-Full
168.47763,0.16104,552,4.18961,3.84883,TT-Full
168.48425,0.16766,552,4.17886,3.88869,TT-Full
168.49084,0.17426,552,4.22285,3.87381,TT-Full
168.49744,0.18085,552,4.21081,3.86751,TT-Full
168.50464,0.18805,552,4.14844,3.83509,TT-Full
168.51105,0.19446,552,4.23313,3.87174,TT-Full
168.51764,0.20105,552,4.2114,3.84229,TT-Full
168.52466,0.20807,552,4.26891,3.8701,TT-Full
168.5311,0.21451,552,4.16583,3.86516,TT-Full
168.53772,0.22113,552,4.1897,3.84402,TT-Full
168.54477,0.22818,552,4.18369,3.86334,TT-Full
168.55151,0.23492,552,4.18992,3.81421,TT-Full
168.55807,0.24149,552,4.13294,3.84505,TT-Full
168.56503,0.24844,552,4.19748,3.8426,TT-Full
168.57156,0.25497,552,4.14413,3.85219,TT-Full
168.57837,0.26178,552,4.19113,3.8558,TT-Full
168.58508,0.26849,552,4.10365,3.83511,TT-Full
168.59146,0.27487,552,4.14634,3.88592,TT-Full
168.59802,0.28143,552,4.10517,4.25499,TT-Full
168.60474,0.28815,552,4.04807,3.94786,TT-Full
168.61142,0.28815,552,4.14347,3.98375,
168.61853,0.28815,552,4.08865,3.73086,
168.62521,0.28815,552,4.11359,3.74574,
168.6319,0.28815,552,4.04275,3.70282,
168.63809,0.28815,552,4.02591,3.70381,
168.64474,0.28815,552,3.6519,3.71418,
168.6517,0.28815,552,3.81501,3.65462,
168.65845,0.28815,552,3.9401,3.60895,
168.66522,0.28815,552,4.20529,3.81378,
168.67184,0.28815,552,4.12687,3.76278,
168.67856,0.28815,552,4.06483,3.76588,
168.6853,0.28815,552,4.26927,3.8422,
168.69199,0.28815,552,4.37062,3.72995,
168.69846,0.28815,552,4.16259,3.79034,
168.70511,0.28815,552,4.22277,3.93278,
168.71182,0.01984,553,4.34452,3.85099,
168.71878,0.02679,553,4.22661,3.8152,
168.72543,0.03345,553,4.30609,3.94983,
168.73224,0.04025,553,4.31089,3.90469,
168.73883,0.04684,553,4.20716,3.90501,
168.74554,0.05356,553,4.27935,3.91606,
168.75226,0.06027,553,4.25799,3.93097,
168.7587,0.06671,553,4.20435,3.88422,
168.76584,0.07385,553,4.20409,3.88488,
168.77252,0.08054,553,4.28543,3.88303,
168.77899,0.08701,553,4.31191,3.83932,
168.78592,0.09393,553,4.22702,3.89529,
168.7926,0.10062,553,4.23149,3.9191,
168.79971,0.10773,553,4.26394,3.90663,
168.8056,0.11362,553,4.24833,3.84961,
168.81244,0.12045,553,4.22633,3.91828,
168.81909,0.12711,553,4.20307,3.88866,
168.82617,0.13419,553,4.2418,3.89064,
168.83286,0.13419,553,4.24022,3.93608,
168.8396,0.13419,553,4.21877,3.9654,
168.84619,0.13419,553,4.26734,4.09274,
168.85294,0.02008,554,4.24342,4.13819,
168.85965,0.02679,554,4.22157,4.0863,
168.86591,0.03305,554,4.25446,4.2063,
168.87296,0.0401,554,4.25721,4.16023,
168.87958,0.04672,554,4.24707,4.19198,
168.88638,0.05353,554,4.24513,4.24181,
168.89316,0.0603,554,4.27472,4.29935,
168.89984,0.06699,554,4.35453,4.23282,
168.90646,0.07361,554,4.28777,4.22456,
168.91293,0.08008,554,4.25837,4.24231,
168.9201,0.08725,554,4.25294,4.31323,
168.92615,0.09329,554,4.34529,4.23827,
168.9335,0.10065,554,4.30592,4.25195,
168.9397,0.10684,554,4.34464,4.14376,
168.94675,0.11389,554,4.26733,4.10646,
168.95346,0.12061,554,4.31049,4.12575,
168.96017,0.12732,554,4.31809,4.15626,
168.96686,0.134,554,4.31345,4.1341,
168.97299,0.14014,554,4.3131,4.10578,
168.9798,0.14694,554,4.3535,4.15792,
168.98688,0.15402,554,4.33573,4.1182,
168.99356,0.16071,554,4.33041,4.16206,
169.00024,0.16739,554,4.34323,4.16464,
169.00668,0.17383,554,4.35519,4.18487,
169.01343,0.18057,554,4.35206,4.05808,
169.02023,0.18738,554,4.38118,3.88602,
169.0271,0.18738,554,4.30016,3.88693,
169.03339,0.18738,554,4.23169,3.83312,
169.04022,0.18738,554,2.55343,3.69692,
169.04672,0.18738,554,3.72961,3.51068,
169.05392,0.18738,554,4.05362,3.63735,
169.06073,0.18738,554,4.19494,3.68374,
169.06686,0.18738,554,4.08335,3.74995,
169.07401,0.18738,554,4.16515,3.74995,
169.08069,0.18738,554,4.04954,3.74995,
169.08685,0.18738,554,4.36854,3.74995,
169.09409,0.18738,554,4.37324,3.74995,
169.10074,0.18738,554,4.28851,3.74995,
169.10742,0.18738,554,4.45443,3.74995,
169.11423,0.18738,554,4.3652,3.74995,
169.12082,0.18738,554,4.33339,3.74995,
169.12759,0.18738,554,4.40565,3.74995,
169.134,0.18738,554,4.39132,3.74995,
169.14072,0.18738,554,4.42438,4.13165,
169.14716,0.01956,555,4.36058,3.99111,TT-Full
169.15399,0.0264,555,4.32086,4.00171,TT-Full
169.16052,0.03293,555,4.37131,4.25163,TT-Full
169.16788,0.04028,555,4.41897,4.29592,TT-Full
169.17444,0.04684,555,4.37517,4.20038,TT-Full
169.18118,0.05359,555,4.3331,4.27838,TT-Full
169.18781,0.06021,555,4.41946,4.31197,TT-Full
169.19415,0.06656,555,4.43128,4.2875,TT-Full
169.20129,0.0737,555,4.33707,4.27996,TT-Full
169.20798,0.08038,555,4.38683,4.28591,TT-Full
169.2146,0.08701,555,4.3342,4.27894,TT-Full
169.22137,0.09378,555,4.37432,4.25849,TT-Full
169.22803,0.10043,555,4.38421,4.48673,TT-Full
169.23477,0.10718,555,4.39626,4.29793,TT-Full
169.241,0.1134,555,4.37012,4.27688,TT-Full
169.24771,0.12012,555,4.43585,4.43283,TT-Full
169.25507,0.12747,555,4.40735,4.4177,TT-Full
169.26102,0.13342,555,4.42257,4.44755,TT-Full
169.26828,0.14069,555,4.42902,4.34754,TT-Full
169.27469,0.14709,555,4.41997,4.43943,TT-Full
169.28168,0.15408,555,4.43375,4.45037,TT-Full
169.28836,0.16077,555,4.42128,4.44613,TT-Full
169.29495,0.16736,555,4.40945,4.41636,TT-Full
169.30148,0.17389,555,4.408,4.28114,TT-Full
169.30792,0.18033,555,4.41938,4.38064,TT-Full
169.31516,0.18756,555,4.40118,4.07117,TT-Full
169.32181,0.19421,555,4.46691,4.0777,TT-Full
169.32831,0.20071,555,4.46951,4.10016,TT-Full
169.33545,0.20786,555,4.54256,4.08548,TT-Full
169.34186,0.21426,555,4.52539,4.60654,TT-Full
169.34882,0.22122,555,4.47444,4.11545,TT-Full
169.3551,0.22122,555,4.51572,4.1034,
169.36176,0.22122,555,4.5815,4.09523,
169.36853,0.22122,555,4.44016,4.08633,
169.37494,0.01984,556,4.41409,4.08494,TT-Full
169.38187,0.02676,556,4.4225,4.08476,TT-Full
169.38876,0.03366,556,4.42529,4.08364,TT-Full
169.39526,0.04016,556,4.43552,4.07361,TT-Full
169.40219,0.04709,556,4.41095,4.05929,TT-Full
169.40869,0.05359,556,4.40414,4.07911,TT-Full
169.41513,0.06003,556,4.45003,4.08208,TT-Full
169.42236,0.06726,556,4.47161,4.08618,TT-Full
169.42834,0.07324,556,4.37566,4.07978,TT-Full
169.43542,0.08032,556,4.35928,4.09567,TT-Full
169.44247,0.08737,556,4.35312,4.07344,TT-Full
169.44904,0.09393,556,4.53891,4.08187,TT-Full
169.45578,0.10068,556,4.45446,4.08585,TT-Full
169.4621,0.10699,556,4.384,4.08228,TT-Full
169.46906,0.11395,556,4.40776,4.03477,TT-Full
169.47546,0.12036,556,4.46022,4.04725,TT-Full
169.48212,0.12701,556,4.33004,4.02889,TT-Full
169.48901,0.13391,556,4.39795,4.03707,TT-Full
169.49576,0.14066,556,4.37032,4.0285,TT-Full
169.50269,0.14758,556,4.46086,4.05898,TT-Full
169.50934,0.15424,556,4.43155,4.0168,TT-Full
169.51611,0.16101,556,4.47838,4.0082,TT-Full
169.52209,0.16699,556,4.35146,4.03376,TT-Full
169.52899,0.17389,556,4.34665,4.03639,TT-Full
169.53619,0.18109,556,4.38185,4.02191,TT-Full
169.54291,0.18781,556,4.34972,4.0697,TT-Full
169.54953,0.19443,556,4.46614,4.01617,TT-Full
169.55582,0.20071,556,4.38957,4.00259,TT-Full
169.5625,0.2074,556,4.39643,4.02324,TT-Full
169.56903,0.21393,556,4.43538,4.01065,TT-Full
169.57642,0.22131,556,4.34881,4.02137,TT-Full
169.58255,0.22745,556,4.39711,4.01524,TT-Full
169.58939,0.23428,556,4.31855,4.00387,TT-Full
169.59595,0.24084,556,4.3649,4.00655,TT-Full
169.60269,0.24759,556,4.37118,4.0364,TT-Full
169.60944,0.25433,556,4.36343,4.04359,TT-Full
169.61563,0.26053,556,4.43563,4.02022,TT-Full
169.62271,0.26761,556,4.33961,4.04262,TT-Full
169.62946,0.27435,556,4.40258,4.02356,TT-Full
169.63626,0.28116,556,4.34171,3.9802,TT-Full
169.64328,0.28818,556,4.32587,4.01976,TT-Full
169.64984,0.29474,556,4.40074,4.06959,TT-Full
169.65625,0.30115,556,4.34265,3.9882,TT-Full
169.66272,0.30762,556,4.45542,4.0147,TT-Full
169.67014,0.31503,556,4.32554,4.02841,TT-Full
169.67648,0.31503,556,4.65181,1.84812,
169.68301,0.31503,556,4.38657,4.01368,
169.68964,0.31503,556,4.38384,4.07102,
169.69647,0.31503,556,4.40832,4.00016,
169.70358,0.31503,556,4.30981,4.01365,
169.71027,0.31503,556,4.24169,4.29653,
169.71658,0.02011,557,4.40508,4.23712,TT-Full
169.72327,0.02679,557,4.19477,4.08835,TT-Full
169.7301,0.03363,557,4.26831,3.93094,Full
169.73657,0.0401,557,4.37569,3.91233,Full
169.74326,0.04678,557,4.16118,3.92096,Full
169.75003,0.05356,557,4.23855,3.96229,Full
169.75671,0.06024,557,4.51205,4.15395,Full
169.76343,0.06696,557,4.50854,4.13326,Full
169.77078,0.07431,557,4.35549,4.15759,Full
169.77731,0.08084,557,4.3012,3.93428,Full
169.78369,0.08084,557,4.27184,4.02517,
169.79059,0.08084,557,4.2958,3.99414,
169.79688,0.08084,557,4.38515,4.03628,
169.80392,0.08084,557,4.27306,4.097,
169.81027,0.08084,557,4.38861,4.10691,
169.81717,0.08084,557,4.41329,4.14698,
169.82397,0.02005,558,4.32532,4.09024,
169.83084,0.02692,558,4.42809,4.15223,
169.83725,0.03333,558,4.43042,4.22043,
169.84424,0.04031,558,4.34718,3.94687,
169.8511,0.04718,558,4.3139,3.90627,
169.85718,0.05325,558,4.36333,3.95977,
169.86459,0.06067,558,4.32268,4.08743,
169.87091,0.06699,558,4.41106,3.9811,
169.87747,0.07355,558,4.39655,4.11733,
169.88425,0.08032,558,4.30651,3.96356,
169.8913,0.08737,558,4.45401,4.03125,
169.89786,0.09393,558,4.46078,4.08563,
169.90469,0.09393,558,4.42961,4.09229,
169.91141,0.09393,558,4.47133,4.05049,
169.91766,0.09393,558,4.47572,4.08882,
169.92426,0.01956,559,4.43666,4.09746,
169.93097,0.02628,559,4.41084,4.05009,
169.93805,0.03336,559,4.41816,3.94365,
169.94452,0.03983,559,4.42041,4.03449,
169.95087,0.04617,559,4.45961,4.05622,
169.95816,0.05347,559,4.42844,4.02189,
169.9646,0.05991,559,4.55187,4.0411,
169.97104,0.06635,559,4.49211,4.08031,
169.97818,0.07349,559,4.38965,4.0259,
169.98499,0.08029,559,4.42771,4.01845,
169.99142,0.08673,559,4.47399,4.02923,
169.99802,0.09332,559,4.40286,3.99329,
170.0051,0.1004,559,4.43759,4.11805,
170.0119,0.10721,559,4.42515,4.04503,
170.0184,0.11371,559,4.4526,3.92754,
170.02521,0.12051,559,4.40373,3.93192,
170.0314,0.12671,559,4.43556,4.00925,
170.03848,0.13379,559,4.43385,4.00106,
170.04474,0.14005,559,4.51841,4.02758,
170.05145,0.14676,559,4.46587,4.06845,
170.05869,0.15399,559,4.45508,4.07553,
170.06488,0.16019,559,4.47582,4.08399,
170.07153,0.16684,559,4.48403,4.11639,
170.07812,0.17343,559,4.45425,4.10604,
170.08496,0.18027,559,4.40653,4.0278,
170.09219,0.1875,559,4.42473,4.08625,
170.09882,0.19412,559,4.45436,4.00734,
170.10553,0.20084,559,4.4651,4.05298,
170.11221,0.20752,559,4.47974,4.03001,
170.1189,0.2142,559,4.46014,3.9904,
170.12549,0.22079,559,4.46284,4.0037,
170.13193,0.22723,559,4.50035,4.00223,
170.13864,0.23395,559,4.49173,4.05455,
170.14526,0.24057,559,4.48202,4.02759,
170.15244,0.24774,559,4.52099,4.04464,
170.15872,0.25403,559,4.55127,4.06515,
170.16577,0.26108,559,4.51502,4.01975,
170.17255,0.26785,559,4.54924,4.09387,
170.17926,0.27457,559,4.53479,4.04422,
170.18594,0.28125,559,4.53176,4.04741,
170.19226,0.28757,559,4.51139,4.0527,
170.19937,0.29468,559,4.47974,4.12801,
170.20618,0.30148,559,4.48272,4.05088,
170.21274,0.30804,559,4.52928,4.05193,
170.21948,0.31479,559,4.58929,4.09034,
170.22552,0.32083,559,4.63148,4.0627,
170.23285,0.32816,559,4.82264,4.1197,
170.23932,0.33463,559,4.72752,4.12326,
170.246,0.33463,559,4.65664,4.22273,
170.25256,0.33463,559,4.7848,4.35286,
170.25912,0.33463,559,4.73755,4.24066,
170.26581,0.33463,559,4.67928,4.25891,
170.27304,0.33463,559,4.62967,4.2092,
170.27963,0.33463,559,4.65392,4.23282,
170.28629,0.02048,560,4.63442,4.21834,
170.293,0.02719,560,4.58423,4.20043,
170.29956,0.03375,560,4.55445,4.34863,
170.306,0.04019,560,4.61116,4.25339,
170.31323,0.04742,560,4.59115,4.17497,
170.31985,0.05405,560,4.68887,4.10148,
170.3266,0.06079,560,4.70954,4.06406,
170.33307,0.06726,560,4.65259,4.12313,
170.33994,0.07413,560,4.58311,4.25756,
170.34665,0.08084,560,4.62242,4.34775,
170.35309,0.08728,560,4.53706,4.08645,
170.35995,0.09415,560,4.61962,4.17195,
170.36633,0.10052,560,4.59046,4.20317,
170.37329,0.10748,560,4.64981,4.23855,
170.37979,0.11398,560,4.74374,4.2164,
170.38647,0.12067,560,4.64393,4.36416,
170.39359,0.12778,560,4.79751,4.21207,
170.40009,0.13428,560,4.60913,4.37847,
170.40698,0.14117,560,4.68724,4.18765,
170.41348,0.14767,560,4.76909,4.1527,
170.41983,0.15402,560,4.51672,4.0716,
170.42679,0.16098,560,4.59096,4.22726,
170.43378,0.16098,560,4.59342,4.15135,
170.44046,0.16098,560,4.65925,4.18388,
170.44662,0.16098,560,4.60625,3.95842,
170.45355,0.16098,560,4.6117,3.6165,
170.46066,0.16098,560,4.40554,2.25971,
170.46686,0.16098,560,4.32772,2.35385,
170.47357,0.16098,560,3.40979,2.35385,
170.48032,0.16098,560,2.8414,2.35385,
170.48737,0.16098,560,3.60389,2.35385,
170.49426,0.02069,561,1.60676,2.35385,
170.50079,0.02722,561,1.60676,2.35385,
170.50714,0.03357,561,1.60676,2.35385,
170.5141,0.04053,561,1.60676,2.35385,
170.52112,0.04053,561,1.60676,2.35385,
170.52689,0.04053,561,1.60676,2.35385,
170.53381,0.04053,561,1.60676,2.35385,
170.54071,0.04053,561,1.60676,2.35385,
170.54755,0.04053,561,1.60676,2.35385,
170.55411,0.04053,561,1.60676,2.35385,
170.56094,0.04053,561,1.60676,2.35385,
170.56772,0.04053,561,1.60676,2.35385,
170.57391,0.04053,561,1.60676,2.35385,
170.58078,0.04053,561,4.72084,2.35385,
170.58765,0.04053,561,4.58199,2.35385,
170.59399,0.04053,561,4.64159,2.35385,
170.60077,0.01999,562,4.68423,2.35385,TT-Full
170.608,0.02722,562,4.667,2.35385,TT-Full
170.61465,0.03387,562,4.712,2.35385,TT-Full
170.62152,0.04074,562,4.67392,2.35385,TT-Full
170.62805,0.04727,562,4.65571,2.35385,TT-Full
170.6347,0.05392,562,4.67416,4.05662,TT-Full
170.64099,0.06021,562,4.6405,4.08295,TT-Full
170.64807,0.06729,562,4.67125,4.27491,TT-Full
170.6543,0.07352,562,4.66283,4.13856,TT-Full
170.66156,0.08078,562,4.6835,4.25158,TT-Full
170.66797,0.08719,562,4.67596,4.18163,TT-Full
170.67484,0.09406,562,4.69442,4.12353,TT-Full
170.68152,0.10074,562,4.66999,4.12547,TT-Full
